,ID,Link,Date,Username,Message
37,post548065,https://www.australiaforum.com/visas-immigration/80537-offshore-partner-visa-309-100-waiting-room-2.html#post548065,"08-07-2014, 04:09 AM",jennie0987,"
 
 Quote: 
 
 
 
 
					Originally Posted by  Jmac01 
 
 
 Hi Jennie, I haven't heard of anyone applying from Vietnam - it's an unusual situation that we're in too, Aussie/Brit relationship and living in a third country! Looks like we applied at a similar time, so it will be interesting to talk about similarities/differences. We haven't heard anything from IMMI yet, but figured we won't hear anything for a while! 
 
 
 
 Yeah I have struggled to find information on doing it through a third country especially Vietnam!! I would love to hear when you hear back from IMMI. 
We submitted everything including medicals and PC on the 13th of July but have not heard from a case officer or anything yet!! Keep me updated with how you get on!!! Good luck! 
 "
38,post548977,https://www.australiaforum.com/visas-immigration/80537-offshore-partner-visa-309-100-waiting-room-2.html#post548977,"08-08-2014, 12:37 AM",sharyny,"
			
			We've decided to go to australia next month we hope, my husband will use a ETA while he waits for his visa to be approved. Meaning he will have to go offshore every 3 months and visit new zealand i guess. We made this decision very carefully as my mom (some of you may know from previous posts) has cancer and needs our support asap as she is having chemo injections.... my husband did call immigration and they told him it was fine for him to visit australia while he waits out the visa approval.... they told him to use a ETA or whatever to get in. he will most likely have a return ticket to either the US or buy a ticket to new zealand with a 3 month timeframe to get offshore to obey the rules on the ETA. 
 "
39,post551946,https://www.australiaforum.com/visas-immigration/80537-offshore-partner-visa-309-100-waiting-room-2.html#post551946,"08-11-2014, 02:08 AM",Jmac01,"
			
			Sorry to hear about your mum's illness, sharyny.  It is good that you are in a position to go to Aus while you wait for the visa! It is hard to be waiting offshore away from family but would be much worse in your situation. I hope she has a speedy recovery and that your partner gets his visa soon  
 "
40,post552066,https://www.australiaforum.com/visas-immigration/80537-offshore-partner-visa-309-100-waiting-room-2.html#post552066,"08-11-2014, 04:18 AM",sharyny,"
			
			thankyou Jmac01  
 "
41,post558234,https://www.australiaforum.com/visas-immigration/80537-offshore-partner-visa-309-100-waiting-room-2.html#post558234,"08-15-2014, 08:13 AM",H.Protagonist,"
			
			Another offshore 309 here~ 
 
Applied from USA 
Currently in OZ on 12 month, ME ETA 
 
Submitted the application____________ April 20, 2014 
Received request for police/medicals____ June 12, 2014 
Submitted all police checks_____________ July 31, 2014 
Submitted medicals_____________________ August 12, 2014 
C.O. assigned____________________________ Nada  
 "
42,post560338,https://www.australiaforum.com/visas-immigration/80537-offshore-partner-visa-309-100-waiting-room-2.html#post560338,"08-17-2014, 10:11 PM",Jmac01,"
 
 Quote: 
 
 
 
 
					Originally Posted by  H.Protagonist 
 
 
 Another offshore 309 here~ 
 
Applied from USA 
Currently in OZ on 12 month, ME ETA 
 
Submitted the application____________ April 20, 2014 
Received request for police/medicals____ June 12, 2014 
Submitted all police checks_____________ July 31, 2014 
Submitted medicals_____________________ August 12, 2014 
C.O. assigned____________________________ Nada  
 
 
 
 Welcome to the waiting room H.Protagonist   Although, you applied before me so you've been waiting longer!  
I'm impressed you've already had a request for police and medicals. We've heard nothing yet! I assumed that it was the CO who requested them, so it's interesting that you've been asked for them but not had a CO assigned! Best of luck... hope your visa comes through soon  
 "
43,post560953,https://www.australiaforum.com/visas-immigration/80537-offshore-partner-visa-309-100-waiting-room-2.html#post560953,"08-18-2014, 06:39 AM",H.Protagonist,"
 
 Quote: 
 
 
 
 
					Originally Posted by  Jmac01 
 
 
 Welcome to the waiting room H.Protagonist   Although, you applied before me so you've been waiting longer!  
I'm impressed you've already had a request for police and medicals. We've heard nothing yet! I assumed that it was the CO who requested them, so it's interesting that you've been asked for them but not had a CO assigned! Best of luck... hope your visa comes through soon  
 
 
 
 Hey, Jmac~ 
 
Thanks for the welcome. I haven't been waiting tooooo long, but the request for more info was certainly heartening even though a C.O. hasn't yet been assigned. The request for more information letter I got also specifically noted that my application had not been allocated yet, though, so who knows what's going on.  
 
I am hopeful that it means I passed initial clicks and it will be processed quickly. I just applied and was granted (almost instantly) a 600 extension on my tourist VISA, so fingers and toes crossed that that speed indicates something bigger in the VISA world like, ""This one's good to go! Grant away!"" 
 
We'll see how it pans out after I give them the heads up on my new stay situation AND let them know I'm heading to NZ for a trip in a week. Maybe the VISA gods will shine upon me twice and they'll just grant it while I'm there? Wishing you the best of luck as well! Perhaps we'll have an avalanche of grants as Immigration tries to clean their plates before Christmas.  
 "
44,post562049,https://www.australiaforum.com/visas-immigration/80537-offshore-partner-visa-309-100-waiting-room-2.html#post562049,"08-18-2014, 11:54 PM",CollegeGirl,"
			
			I would read about your visa here:  Maritime Crew visa (subclass 988) . It only allows you to work as crew on a ship. ""Offshore"" means OUTSIDE Australia (i.e., at sea, on a ship). Can't help on the work or salary. It definitely doesn't allow studying.
		 "
45,post562097,https://www.australiaforum.com/visas-immigration/80537-offshore-partner-visa-309-100-waiting-room-2.html#post562097,"08-19-2014, 12:34 AM",aussiesteve,"
 
 Quote: 
 
 
 
 
					Originally Posted by  Tblack80 
 
 
 
Thks a lot!!! But please can I change my visa status to a work visa wen getting to australia.. And please so u know anything about how life on offshore is? Thanks 
 
 
 
  As College girl has said you can only work on a ship off shore , you would have a basically no prospect of easily changing to a ""work "" visa. To do that you would need a whole new skilled visa application.
		 "
46,post577121,https://www.australiaforum.com/visas-immigration/80537-offshore-partner-visa-309-100-waiting-room-2.html#post577121,"08-29-2014, 07:33 AM",Jmac01,"
 
 Quote: 
 
 
 
 
					Originally Posted by  H.Protagonist 
 
 
 Hey, Jmac~ 
 
I am hopeful that it means I passed initial clicks and it will be processed quickly. I just applied and was granted (almost instantly) a 600 extension on my tourist VISA, so fingers and toes crossed that that speed indicates something bigger in the VISA world like, ""This one's good to go! Grant away!"" 
 
 
 
 
 Haha we are hoping they will say that about us too!  
We've been in and out of Australia together about 6 times in the past year, so we are hoping that might help show we are genuine and they will give us a speedy grant!! Of course, it probably doesn't work like that, but we can hope.  
 
No updates from us still, only that we can't upload any documents to our online application at the moment, and we need to upload our NOIM! 
 "
47,post577217,https://www.australiaforum.com/visas-immigration/80537-offshore-partner-visa-309-100-waiting-room-3.html#post577217,"08-29-2014, 08:16 AM",CollegeGirl,"
 
 Quote: 
 
 
 
 
					Originally Posted by  Jmac01 
 
 
 Haha we are hoping they will say that about us too!  
We've been in and out of Australia together about 6 times in the past year, so we are hoping that might help show we are genuine and they will give us a speedy grant!! Of course, it probably doesn't work like that, but we can hope.  
 
No updates from us still, only that we can't upload any documents to our online application at the moment, and we need to upload our NOIM! 
 
 
 
 What happens when you try to attach? Have you tried the ""attach documents"" in the top right corner? 
 "
48,post577425,https://www.australiaforum.com/visas-immigration/80537-offshore-partner-visa-309-100-waiting-room-3.html#post577425,"08-29-2014, 10:35 AM",Becky26,"
 Hey Guys!! 
 
Hope everyone is doing well. I'm waiting for my 309/100 visa as well. It's been 13 months on August 22, 2014. 
My case officer has requested for a new Indian PCC and the paperwork for it is underway. My timeline is in my signature below  
Thought I should say hi! to you all, sailing in the same frustratingly slow as boat. 
Good Luck to all!  
 
Kind Regards, 
Becky 
 "
49,post577721,https://www.australiaforum.com/visas-immigration/80537-offshore-partner-visa-309-100-waiting-room-3.html#post577721,"08-29-2014, 01:25 PM",emkas,"
			
			@H. Protagonist: what was the process for tourist visa 600 extension? Thanks
		 "
50,post578153,https://www.australiaforum.com/visas-immigration/80537-offshore-partner-visa-309-100-waiting-room-3.html#post578153,"08-30-2014, 03:38 AM",Jmac01,"
 
 Quote: 
 
 
 
 
					Originally Posted by  CollegeGirl 
 
 
 What happens when you try to attach? Have you tried the ""attach documents"" in the top right corner? 
 
 
 
 thanks CG, I replied in the other forum, looks like noone here has the same issue so I'll leave that question for the online applications forum instead  
 "
51,post578169,https://www.australiaforum.com/visas-immigration/80537-offshore-partner-visa-309-100-waiting-room-3.html#post578169,"08-30-2014, 03:40 AM",Jmac01,"
 
 Quote: 
 
 
 
 
					Originally Posted by  Becky26 
 
 
 Hey Guys!! 
 
Hope everyone is doing well. I'm waiting for my 309/100 visa as well. It's been 13 months on August 22, 2014. 
My case officer has requested for a new Indian PCC and the paperwork for it is underway. My timeline is in my signature below  
Thought I should say hi! to you all, sailing in the same frustratingly slow as boat. 
Good Luck to all!  
 
Kind Regards, 
Becky 
 
 
 
 Hi Becky! Wow that is a very long wait. I hope you get an answer soon. It sure is hard to just be waiting! Keep us informed about how you're going  
 "
52,post578345,https://www.australiaforum.com/visas-immigration/80537-offshore-partner-visa-309-100-waiting-room-3.html#post578345,"08-30-2014, 06:22 AM",Becky26,"
 
 Quote: 
 
 
 
 
					Originally Posted by  Jmac01 
 
 
 Hi Becky! Wow that is a very long wait. I hope you get an answer soon. It sure is hard to just be waiting! Keep us informed about how you're going  
 
 
 
 Hey Jmac01, 
 
Thank you for your reply   It is getting difficult as the waiting time is getting longer.  
Thank you for your kind words and I will surely keep you guys updated  
Good Luck!!  
Have a nice weekend. 
 
Kind Regards, 
Becky 
 "
53,post580730,https://www.australiaforum.com/visas-immigration/80537-offshore-partner-visa-309-100-waiting-room-3.html#post580730,"09-01-2014, 06:13 PM",aceleary,"
			
			Yo! I'm still waiting too. I'm currently in the UK with my Aussie boyfriend. I submitted my application April 14th and was assigned a CO 6 weeks later. He starts his job in Melbourne Jan 19th; we're planning on flying before Christmas so hopefully my visa will be granted before then. Anyone know of any other UK applicants? 
 
A
		 "
54,post580914,https://www.australiaforum.com/visas-immigration/80537-offshore-partner-visa-309-100-waiting-room-3.html#post580914,"09-02-2014, 12:06 AM",H.Protagonist,"
 
 Quote: 
 
 
 
 
					Originally Posted by  Jmac01 
 
 
 Haha we are hoping they will say that about us too!  
We've been in and out of Australia together about 6 times in the past year, so we are hoping that might help show we are genuine and they will give us a speedy grant!! Of course, it probably doesn't work like that, but we can hope.  
 
No updates from us still, only that we can't upload any documents to our online application at the moment, and we need to upload our NOIM! 
 
 
 
 Hope you get your upload situation sorted, and fingers super crossed now that they grant my VISA quickly because I've just found out that I have an unexpected bun in the oven. My muffin of doom is throwing a wrench in this whole thing if they don't grant by Jan-ish...  
 
 
 
 Quote: 
 
 
 
 
					Originally Posted by  emkas 
 
 
 @H. Protagonist: what was the process for tourist visa 600 extension? Thanks 
 
 
 
 Hey, emkas. The process was very simple. Do you have an Immi account? If you do, you can apply electronically (just select that VISA and start a new app) and answer several sets of questions (which if you've done a partner or PMV online app you'll be very familiar with). You'll be asked your reasoning for the extension (visiting family and travel, in my case) and the extension date. They grant 3 month, 6 month, and 12 month extensions, though I think the 12 moth requires special circumstances. I requested 6 months from my current 12 month ETA expiry date. Once you've finished answering everything, submit, pay the fee, and then you'll be taken to a document upload page to attach evidence. 
 
Now, they ask for several things like proof of finances, proof of travel, etc., but I'd only managed to attach my marriage certificate, passport photos, and color passport scan before it was granted. Depending on your sit, they may want more evidence, so don't go by mine. Since I already have a 309 application in, they have my finances, addresses, etc. and maybe that's why they OK-ed it with minimal attachments. 
 
At any rate, that's it. It's always scary to fill one of those out and hit submit, but it went through just fine. Let me know if you have any other questions.
		 "
55,post580930,https://www.australiaforum.com/visas-immigration/80537-offshore-partner-visa-309-100-waiting-room-3.html#post580930,"09-02-2014, 12:16 AM",hodgi_76,"
			
			Hey all! My partner just applied for this visa yesterday, he is Scottish and we are in NZ so another Brit/Aus in NZ. I'll wait with you all haha :-)
		 "
56,post581018,https://www.australiaforum.com/visas-immigration/80537-offshore-partner-visa-309-100-waiting-room-3.html#post581018,"09-02-2014, 12:43 AM",CollegeGirl,"
 
 Quote: 
 
 
 
 
					Originally Posted by  aceleary 
 
 
 Yo! I'm still waiting too. I'm currently in the UK with my Aussie boyfriend. I submitted my application April 14th and was assigned a CO 6 weeks later. He starts his job in Melbourne Jan 19th; we're planning on flying before Christmas so hopefully my visa will be granted before then. Anyone know of any other UK applicants? 
 
A 
 
 
 
 There's a whole thread devoted to London applicants.   Go to the top of the forum, look for ""Partner Visa Wait Times & Resources,"" click it, and scroll down until you see the link for London.  
 "
57,post154673,https://www.australiaforum.com/visas-immigration/27105-pmv-309-timeline-washington-d-c.html#post154673,"09-05-2013, 03:54 PM",CollegeGirl,"
			
			Please check below and make sure your info is correct (and complete as you want it to be - if I don't have an exact date you applied and you'd like to keep it that way for privacy reasons, that's absolutely fine!) 
 
Also, if you're on this list and you did NOT apply for a 300 (Prospective Marriage Visa) or a 309, let me know and I'll take you off the list.  
 
And if anyone would like to be added - just say so and tell me your CO's initials (if you know), your application date, whether you applied for a 309 or a 300, and whether you applied online or via paper. Thanks! 
 
Also, please note: the date format for this thread is the United States date format, so 4/9/2014, for example, is April 9, NOT September 4.  
 
Okay, SO... for people waiting for from DC we have:  
 
 PMV (300) : 
 
isingh87 - Applied June 10, 2014.  
usaaus - Applied July 9, 2014. Online. 
fireatwill - Applied October 14, 2014. Online.  
MamaBear - Applied October 24, 2014. 
Hyperion - Applied November 29, 2014. Online.  
Canegirl - Applied December 31, 2014. Online. 
halyce - Applied January 13, 2015. Online.  
 
 Partner Visa 309: 
 
Heats - Applied May 20, 2014. Online. CO is ML. 
princessbuttercup - Applied September 5, 2014. Online. 
ani89 - Applied September 6, 2014. 
cec2725 - Applied October 2, 2014. Online. 
WendyB - Applied October 7, 2014.  
JonJakJus - Applied December 31, 2014. Online. 
 
 
 VISAS GRANTED 
 
queliwantstogogo: 3 weeks. (Applied 4/19/13, Granted 5/10/13.) 309. CO was RM. 
MrandMrs: 5 months. (Applied 4/18/13, Granted 9/?/13.) 300. CO was ML.  
Mishy: 5 months, 3 weeks. (Applied 4/9/13, Granted 10/4/13.) 309. CO was RM. 
lyddies: 8 months, 2 weeks. (Applied 1/28/13, Granted 10/7/13.) 309. CO was DN. 
Cheesygarcia: 7 months. (Applied 3/11/13, Granted 10/9/13.) 309. CO was RM. 
amccarron: 2 months, 2 weeks. (Applied 8/1/13, Granted 10/15/13.) 309. CO was ML. 
jjs6791:  1 month, 1 week. (Applied 8/30/13, Granted 10/15/13.) 309. CO was ML. 
Derek&Callie: 3 months, 1 day. (Applied 7/15/13, Granted 10/16/13.) 309. CO was ML. 
willkrischur: 2 months, 2 weeks. (Applied 8/16/13, Granted 10/29/13). 309. CO was DN. 
Sydiealex: 2 months, 3 weeks. (Applied 8/19/13, Granted 11/8/13). 309. CO was ML. 
PrincessPoopdoodle: 2 months, 1 week. (Applied 9/3/13, Granted 11/13/13. 309. CO was ML. 
Bea: 2 months, 3 weeks.. (Applied 8/22/13, Granted 11/15/13). 300. CO was ML. 
lincsus: 2 months, 3 weeks. (Applied 9/5/13, Granted 11/25/13). 309. CO was ML. 
Grapejuice: 9 months. (Applied 3/5/13, Granted 12/2/13). 309. CO was ML, then RM. 
pmwoodward: 7 months. (Applied 5/6/13. Granted 12/3/13). 309. CO was RM. 
JustMarried2013: 7 months. (Applied 5/14/13. Granted 12/11/13). 309. CO was DN, then RM. 
CMcDerm: 8 months, 1 week. (Applied 4/9/13. Granted 12/16/13). 309. CO was ML. 
CollegeGirl: 8 months, 1 week. (Applied 4/25/13. Granted 1/3/14). 300. CO was ML, then RM. 
SonyafromAus: 10 months. (Applied 3/5/13. Granted early January 2014). 309. CO was ML. 
Kochanski: 10 months, 1 week. (Applied 3/15/13. Granted 1/21/14). 309. CO was ML, then RM. 
M&R: ~9 months. (Applied 4/29/13. Granted 2/?/14). 309. CO was RM. 
aususa: 10 months. (Appied 4/5/13. Granted 2/5/13.) 309. CO was ML. 
kit: 9 months, 1 week. (Applied 5/3/13. Granted 2/8/13.) 300. CO was RM, then MW. 
bjch: 10 months, 3 weeks. (Applied 3/28/13. Granted 2/20/14.) 309. CO was ML. 
hypersloth: 9 months, 2 weeks. (Applied 5/7/13. Granted 3/4/14.) 309. CO was RM, then ML 
fyshtryker: 9 months, 5 days. (Applied ~6/1/13. Granted 3/5/14.) 300. CO was RM. 
HJB: 11 months, 1 day. (Applied 4/9/13. Granted 3/10/14.) 309. CO was RM. 
dplunkd: 5 months, 2 weeks. (Applied 9/23/2013. Granted 3/12/2014). 300. CO was DN, then ML. 
Sprite: 5 months. (Applied 10/10/13. Granted 3/12/14). 309. CO was RM, then ML.  
melvin udall: 11 months, 1 week. (Applied 4/6/2013. Granted 3/14/2014). 309. CO was DN, then (unknown). 
DC2AU: 10 months, 2 weeks. (Applied 5/5/2013. Granted 3/16/2014). 309. CO was ML, then RM. 
NJ2OZ: 5 months. (Applied 10/29/13. Granted 4/3/14.) 309. CO was RM, then MW. 
AmyDownUnder: 4 months, 2 weeks. (Applied 1/2/14, Granted 5/20/14.) 309. CO was ML. 
kmm944: 5 months, 3 weeks. (Applied 1/24/14, Granted 7/12/14.) CO was KT? 
LaChicaGo: ~6 months. 300. 
Breiza: 7 months. (Applied 12/30/2013. Granted 8/1/2014.) 309. Online. 
SteveRozet: 6 months, 6 days. (Applied 1/29/2014. Granted 8/4/2014). 309. Paper. CO was MW. 
ThreeAmigos: 6 months. (Applied 2/25/2014. Granted 8/25/2014). 309. Online.  
Champ: 16 months, 18 days. (Applied 4/9/2013. Granted 8/27/2014). 309. Paper. CO was DN, then ML. 
kt41: 6 months, 2 weeks. (Applied 2/22/2014. Granted 9/3/2014). 309. Online. CO was MD. 
snowkitten: 5 months, 3 weeks. (Applied 3/16/2014. Granted 9/10/2014. 309.  
carobear: 6 months, 2 weeks. (Applied 3/25/2014. Granted 10/7/2014). Online.  
Charisma: 7 months, 1 week. (Applied 3/7/2014. Granted 10/16/2014). 300. Paper. CO was RM. 
MezzaUSA: 7 months, 2 weeks. (Applied 3/9/2014. Granted 10/23/2014. 309. Online. CO was ML. 
JerseytoOz: 6 months. (Applied 5/3/2014. Granted 11/3/2014). 300. Paper. CO was RM. 
emkas: 7 months. (Applied 4/3/2014. Granted 11/5/2014). 309. Online.  
ikuyo: 6 months, 2 weeks. (Applied 5/25/2014. Granted 11/6/2014). 300. Online. 
bigapplekanga: 5 months, 1 week. (Applied 6/26/2014. Granted 12/3/2014.) 309. Online. CO was ML. 
H. Protagonist: 8 months, 3 weeks. (Applied 4/20/2014. Granted 1/12/15.) 309. Online. CO was ML. 
lkimball: 5 months, 2 days. (Applied 8/17/14. Granted 1/19/2015.) 309. 
AUSUSA8892: 6 months, 2 days. (Applied 7/19/14. Granted 1/21/2015.) 309. Online. 
Mellie: 9 months. (Applied 4/25/14. Granted 1/22/15.) 309. Online. 
IndyMama: 5 months, 2 weeks. (Applied 8/16/14. Granted 1/30/2015.) 300. Online. 
sharyny: 7 months, 3 days. (Applied 7/1/2014. Granted 2/4/2015.) 309. Online. 
numm3r: 5 months, 5 days. (Applied 9/1/2014. Granted 2/6/2015.) 309. 
NYC2SYD: 5 months, 5 days. (Applied 9/5/14. Granted 2/10/15.) 309. 
CCass: 6 months, 6 days. (Applied 8/13/14. Granted 2/19/15.) 309. CO was ML, then RM. 
DChubbyAuWife: 7 months, 4 days. (Applied 7/20/14. Granted 2/24/15.) 309. Online. 
 "
58,post154689,https://www.australiaforum.com/visas-immigration/27105-pmv-309-timeline-washington-d-c.html#post154689,"09-05-2013, 03:58 PM",CollegeGirl,"
			
			The good things we can deduce from this list are that very few people are up to six months' wait (with the exception of cheesy.  ). So the ~5 month average PMV processing time from DC still *appears* to be mostly holding steady. Hopefully we'll start seeing some grants soon before these five monthers turn into six monthers! 
 
My guess is the slowing of the grants is due to people being on vacation and/or the Australian election and we might see some grants coming soon.  
 
What else can we deduce? Well, ML is one busy woman!   Haha. 
 "
59,post156425,https://www.australiaforum.com/visas-immigration/27105-pmv-309-timeline-washington-d-c.html#post156425,"09-06-2013, 03:40 PM",CollegeGirl,"
			
			Removed a couple of people listed incorrectly. Anyone else?  
 "
60,post156570,https://www.australiaforum.com/visas-immigration/27105-pmv-309-timeline-washington-d-c.html#post156570,"09-06-2013, 10:29 PM",bjch,"
			
			Me. We're on a 309 although I hate seeing myself at the top of ML's list.
		 "
61,post156578,https://www.australiaforum.com/visas-immigration/27105-pmv-309-timeline-washington-d-c.html#post156578,"09-06-2013, 10:42 PM",MrandMrs,"
			
			Thanks for all you do CG to keep us updated.   
 
I swear its getting harder with the wait.  Limbo is not a fun place to be.   
 "
62,post156626,https://www.australiaforum.com/visas-immigration/27105-pmv-309-timeline-washington-d-c.html#post156626,"09-07-2013, 12:33 AM",cheesygarcia,"
			
			We applied for the 309 too, hoping to go straight to 100.
		 "
63,post156634,https://www.australiaforum.com/visas-immigration/27105-pmv-309-timeline-washington-d-c.html#post156634,"09-07-2013, 12:34 AM",bjch,"
 
 Quote: 
 
 
 
 
					Originally Posted by  cheesygarcia 
 
 
 We applied for the 309 too, hoping to go straight to 100. 
 
 
 
 Ditto. It would be a huge blow for our plans if we didn't go straight to 100.
		 "
64,post156666,https://www.australiaforum.com/visas-immigration/27105-pmv-309-timeline-washington-d-c.html#post156666,"09-07-2013, 01:54 AM",CollegeGirl,"
			
			Oh wow, okay. You aren't at the top of ML's list, bjch. There's someone who's been waiting a couple weeks longer than you that turned out to be on a 309 too so I took them off the list. Man... so I guess we're actually ML's longest PMV waiters, MrandMrs! I hope that means we're up soon!
		 "
65,post163633,https://www.australiaforum.com/visas-immigration/27105-pmv-309-timeline-washington-d-c.html#post163633,"09-11-2013, 06:18 PM",CollegeGirl,"
			
			Added another week onto everyone's waiting time above...
		 "
66,post163673,https://www.australiaforum.com/visas-immigration/27105-pmv-309-timeline-washington-d-c.html#post163673,"09-11-2013, 08:30 PM",MrandMrs,"
			
			OK what did I miss here...??  What and how was another week added to our waiting time??  I know I miss read something CG?  The person longer than Bjch is still waiting? 
 "
67,post163705,https://www.australiaforum.com/visas-immigration/27105-pmv-309-timeline-washington-d-c-2.html#post163705,"09-11-2013, 08:59 PM",CollegeGirl,"
			
			I simply meant that previously I had us down as having waited 4 months and 2 weeks.. it's now been 4 months and three weeks. It's been a week since I posted this thread originally.  
 "
68,post173185,https://www.australiaforum.com/visas-immigration/27105-pmv-309-timeline-washington-d-c-2.html#post173185,"09-19-2013, 01:53 AM",MrandMrs,"
			
			Ok today is the 5 month marker and nothing .....    So it looks like the wedding date we had planned can't happen.   
 
So as I understand I can't go to Aus on ETA Tourist Visa for my wedding date because I am in the process of the PMV?   
 
Has anyone had any news or movement ?  I would think someone would have some inside information as big as this forum is as to what is going on in Washington these days that has so many of us in limbo. 
 "
69,post173249,https://www.australiaforum.com/visas-immigration/27105-pmv-309-timeline-washington-d-c-2.html#post173249,"09-19-2013, 03:52 AM",cheesygarcia,"
 
 Quote: 
 
 
 
 
					Originally Posted by  MrandMrs 
 
 
 Ok today is the 5 month marker and nothing .....    So it looks like the wedding date we had planned can't happen.  So as I understand I can't go to Aus on ETA Tourist Visa for my wedding date because I am in the process of the PMV?  Has anyone had any news or movement ?  I would think someone would have some inside information as big as this forum is as to what is going on in Washington these days that has so many of us in limbo. 
 
 
 
 When is your planned wedding date? You can go to Australia on an ETA however if you get married before the PMV is granted I think you will have to convert your application to a spouse visa. That will probably complicate things further.
		 "
70,post173290,https://www.australiaforum.com/visas-immigration/27105-pmv-309-timeline-washington-d-c-2.html#post173290,"09-19-2013, 04:35 AM",CollegeGirl,"
 
 Quote: 
 
 
 
 
					Originally Posted by  cheesygarcia 
 
 
 When is your planned wedding date? You can go to Australia on an ETA however if you get married before the PMV is granted I think you will have to convert your application to a spouse visa. That will probably complicate things further. 
 
 
 
 Yes, exactly right. MrandMrs, if you marry before it's granted you'll have to convert your application to a spouse visa and they'll be looking for the evidence that visa requires (so more intense than the PMV). It can also delay things.
		 "
71,post173298,https://www.australiaforum.com/visas-immigration/27105-pmv-309-timeline-washington-d-c-2.html#post173298,"09-19-2013, 04:36 AM",CollegeGirl,"
 
 Quote: 
 
 
 
 
					Originally Posted by  MrandMrs 
 
 
 Ok today is the 5 month marker and nothing .....    So it looks like the wedding date we had planned can't happen.   
 
So as I understand I can't go to Aus on ETA Tourist Visa for my wedding date because I am in the process of the PMV?   
 
Has anyone had any news or movement ?  I would think someone would have some inside information as big as this forum is as to what is going on in Washington these days that has so many of us in limbo. 
 
 
 
 Nope, no inside info.   Sorry - wish I had some!
		 "
72,post174121,https://www.australiaforum.com/visas-immigration/27105-pmv-309-timeline-washington-d-c-2.html#post174121,"09-19-2013, 06:53 PM",Derek&Callie,"
			
			Able to have a 309 section as well? Id love to see where everyone is with their 309's  
 "
73,post174153,https://www.australiaforum.com/visas-immigration/27105-pmv-309-timeline-washington-d-c-2.html#post174153,"09-19-2013, 07:17 PM",CollegeGirl,"
			
			I was going to say maybe we should start a new thread, but we have so many DC-specific threads on the forum now I think maybe adding them to this thread would just be better.   So yes - I'll start a 309 section on my first post in this thread. It's impossible to tell with some of the new Timelines what visa people applied for, though, so - anyone with a 309, let me know and I'll add you to the list!
		 "
74,post174161,https://www.australiaforum.com/visas-immigration/27105-pmv-309-timeline-washington-d-c-2.html#post174161,"09-19-2013, 07:30 PM",CollegeGirl,"
			
			Who's your CO Derek&Callie?
		 "
75,post174241,https://www.australiaforum.com/visas-immigration/27105-pmv-309-timeline-washington-d-c-2.html#post174241,"09-19-2013, 07:47 PM",Derek&Callie,"
 
 Quote: 
 
 
 
 
					Originally Posted by  CollegeGirl 
 
 
 Who's your CO Derek&Callie? 
 
 
 
 ML is our CO
		 "
76,post174281,https://www.australiaforum.com/visas-immigration/27105-pmv-309-timeline-washington-d-c-2.html#post174281,"09-19-2013, 08:00 PM",jjs6791,"
			
			I'm 309, applied 30 Aug, CO: ML 
 "
77,post174289,https://www.australiaforum.com/visas-immigration/27105-pmv-309-timeline-washington-d-c-3.html#post174289,"09-19-2013, 08:03 PM",CollegeGirl,"
			
			Okay, added you both, Derek&Callie and jjs6791.   I also combed back through a couple other Washington threads to pick up a couple more people I know are still waiting. 
 "
78,post174457,https://www.australiaforum.com/visas-immigration/27105-pmv-309-timeline-washington-d-c-3.html#post174457,"09-19-2013, 09:14 PM",Grapejuice,"
			
			Nice update! It's nice to see who else is waiting for a 309.  
 
I sent an email 8 days ago through the enquiry form, and asked specific questions about them needing any additional documentation...just to see if my case officer would directly respond. Received the most general answer....pretty sad it takes eight days for such a simple response :/ 
 "
79,post174513,https://www.australiaforum.com/visas-immigration/27105-pmv-309-timeline-washington-d-c-3.html#post174513,"09-19-2013, 09:32 PM",Mishy,"
			
			Thanks CG for adding us to the list but we are waiting on a 309 not PMV  
 "
80,post174537,https://www.australiaforum.com/visas-immigration/27105-pmv-309-timeline-washington-d-c-3.html#post174537,"09-19-2013, 10:01 PM",CollegeGirl,"
 
 Quote: 
 
 
 
 
					Originally Posted by  Mishy 
 
 
 Thanks CG for adding us to the list but we are waiting on a 309 not PMV  
 
 
 
 Fixed, thanks!  
 
That leaves me as the only person waiting on RM for a 300... I don't know whether to be scared or glad about that, lol.
		 "
81,post174609,https://www.australiaforum.com/visas-immigration/27105-pmv-309-timeline-washington-d-c-3.html#post174609,"09-19-2013, 10:52 PM",amccarron,"
			
			You can add us to your list for 309 visas. Applied August 01 and have ML as the CO.
		 "
82,post174617,https://www.australiaforum.com/visas-immigration/27105-pmv-309-timeline-washington-d-c-3.html#post174617,"09-19-2013, 11:02 PM",CollegeGirl,"
 
 Quote: 
 
 
 
 
					Originally Posted by  amccarron 
 
 
 You can add us to your list for 309 visas. Applied August 01 and have ML as the CO. 
 
 
 
 Done, thanks!  
 "
83,post177602,https://www.australiaforum.com/visas-immigration/27105-pmv-309-timeline-washington-d-c-3.html#post177602,"09-22-2013, 08:34 AM",lincsus,"
			
			Applied September 5 - Visa 309/100 (hoping it to be 100) 
Case officer - Not assigned yet
		 "
84,post177682,https://www.australiaforum.com/visas-immigration/27105-pmv-309-timeline-washington-d-c-3.html#post177682,"09-22-2013, 09:30 AM",CollegeGirl,"
			
			Did you receive your acknowledgment from the embassy for your application yet, lincsus? Generally (but not always, of course) the CO's name is in there. I'll add you to the list.  
 "
